"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","source_file","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","Number.of.Paths","Average.Nodes.Path","SP","LA","AD","TF"
"Set 1 SP_EV96",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,36,36,14.947,24.416,2.831,14.947,24.235,0.3,31.488,35.704,1.866,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.1,"Rand","Rand","Rand"
"Set 1 SP_EV97",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,36,36,12.375,23.504,3.163,12.375,23.344,0.239,31.191,35.618,1.721,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.1,"Rand","Rand","Rand"
"Set 1 SP_EV98",13,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,52,52,17.706,30.888,4.248,17.706,30.586,0.352,41.595,50.214,1.891,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.1,"Rand","Rand","Rand"
"Set 1 SP_EV99",9.5,19,20.583,3.21,27.16,21.639,2.375,27.24,21.614,5.081,38,38,13.471,23.45,3.122,13.471,23.147,0.482,31.766,36.766,1.945,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.1,"Rand","Rand","Rand"
"Set 1 SP_EV100",10,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,40,40,12.555,24.588,3.991,12.555,24.368,0.26,34.216,39.51,1.889,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.1,"Rand","Rand","Rand"
"Set 1 SP_EV101",14,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,56,56,22.377,35.87,3.727,22.377,35.706,0.227,45.03,52.3,3.484,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV102",19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,78,78,28.219,46.275,5.029,28.219,46.068,0.21,58.46,69.174,3.338,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV103",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,70,70,25.104,42.14,4.679,25.104,41.908,0.265,53.742,64.429,2.233,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV104",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,54,54,18.167,31.579,3.653,18.167,31.417,0.23,40.474,48.242,1.765,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV105",22,44,47.667,5,62.91,50.111,5.5,63.09,50.054,11.768,88,88,31.952,52.873,5.69,31.952,52.691,0.183,66.659,79.57,3.239,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV106",16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,66,66,25.883,40.227,4.114,25.883,40.015,0.278,50.52,60.132,3.042,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV107",18.5,37,40.083,4.13,52.9,42.139,4.625,53.05,42.091,9.896,74,74,27.1,44.276,4.5,27.1,44.068,0.257,55.548,67.166,3.808,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV108",15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,62,62,18.932,36.284,4.642,18.932,36.105,0.204,47.54,56.715,2.221,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV109",20,40,43.333,4.26,57.19,45.556,5,57.36,45.504,10.698,80,80,27.5,46.773,5.244,27.5,46.626,0.157,59.366,71.865,2.416,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV110",21,42,45.5,4.78,60.05,47.833,5.25,60.22,47.779,11.233,84,84,30.632,50.254,5.596,30.632,50.05,0.202,63.824,77.643,6.149,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV111",18.5,37,40.083,4.31,52.9,42.139,4.625,53.05,42.091,9.896,74,74,24.924,43.55,5.098,24.924,43.35,0.22,56.016,66.78,2.592,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV112",21,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,84,84,30.668,50.182,5.223,30.668,49.936,0.262,63.209,75.202,3.211,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV113",15,30,32.5,3.71,42.89,34.167,3.75,43.02,34.128,8.023,60,60,21.387,36.533,4.04,21.387,36.345,0.229,46.425,53.44,2.357,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV114",18,36,39,4.17,51.47,41,4.5,51.62,40.954,9.628,72,72,28.399,45.946,4.32,28.399,45.799,0.179,56.406,65.645,7.353,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV115",26,52,56.333,5.42,74.34,59.222,6.5,74.56,59.155,13.907,104,104,34.76,60.676,6.76,34.76,60.522,0.133,76.839,92.906,1.936,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV116",13.5,27,29.25,3.34,38.6,30.75,3.375,38.71,30.715,7.221,54,54,18.608,32.526,3.876,18.608,32.407,0.169,41.785,48.618,1.939,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV117",15,30,32.5,3.67,42.89,34.167,3.75,43.02,34.128,8.023,60,60,20.653,36.152,4.276,20.653,36.018,0.167,46.39,54.901,2.127,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV118",16,32,34.667,3.67,45.75,36.444,4,45.88,36.403,8.558,64,64,22.736,38.015,4.212,22.736,37.816,0.246,48.336,58.834,2.582,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV119",21,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,84,84,30.391,49.517,5.35,30.391,49.249,0.267,62.751,74.782,4.505,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV120",21,42,45.5,4.74,60.05,47.833,5.25,60.22,47.779,11.233,84,84,31.601,50.811,5.437,31.601,50.653,0.161,63.9,77.23,3.266,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV121",14.5,29,31.417,3.49,41.46,33.028,3.625,41.58,32.99,7.756,58,58,17.839,33.832,4.356,17.839,33.69,0.17,44.261,52.901,1.679,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV122",20,40,43.333,4.54,57.19,45.556,5,57.36,45.504,10.698,80,80,32.862,49.786,4.625,32.862,49.573,0.253,61.304,71.707,5.38,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV123",18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,74,74,28.741,45.263,4.47,28.741,45.086,0.216,56.27,68.007,4.227,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV124",19,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,76,76,25.406,44.445,5.239,25.406,44.258,0.196,57.141,69.756,1.8,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV125",21,42,45.5,4.47,60.05,47.833,5.25,60.22,47.779,11.233,84,84,29.869,50.105,5.257,29.869,49.947,0.169,62.792,76.523,3.172,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV126",20,40,43.333,4.65,57.19,45.556,5,57.36,45.504,10.698,80,80,29.705,48.513,5.158,29.705,48.314,0.204,61.119,72.754,4.322,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV127",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,62,62,26.559,41.039,3.64,26.559,40.915,0.178,49.842,57.235,10.769,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV128",21.5,43,46.583,4.62,61.48,48.972,5.375,61.66,48.917,11.5,86,86,36.018,54.513,4.821,36.018,54.376,0.161,66.168,78.356,8.612,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV129",23,46,49.833,5.16,65.77,52.389,5.75,65.96,52.33,12.303,92,92,36.692,57.278,5.41,36.692,57.089,0.187,70.442,82.571,12.305,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV130",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,68,68,26.76,41.306,3.893,26.76,41.135,0.234,50.936,60.8,3.914,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV131",19,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,76,76,25.404,44.782,4.995,25.404,44.6,0.197,56.896,69.203,4.083,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV132",20,40,43.333,4.43,57.19,45.556,5,57.36,45.504,10.698,80,80,29.527,48.65,4.773,29.527,48.453,0.222,60.401,72.559,3.841,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV133",19,38,41.167,4.24,54.33,43.278,4.75,54.49,43.229,10.163,76,76,23.814,44.329,5.295,23.814,44.185,0.148,56.985,69.739,1.715,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV134",21,42,45.5,4.81,60.05,47.833,5.25,60.22,47.779,11.233,84,84,29.722,51.373,5.652,29.722,51.241,0.127,64.826,76.416,2.562,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV135",21,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,84,84,32.41,51.785,4.976,32.41,51.667,0.131,63.682,74.911,4.523,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV136",16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,66,66,23.541,39.81,4.528,23.541,39.606,0.236,50.923,61.293,2.857,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV137",19,38,41.167,4.26,54.33,43.278,4.75,54.49,43.229,10.163,76,76,25.552,44.595,5.164,25.552,44.422,0.175,57.057,68.272,1.956,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV138",23,46,49.833,4.83,65.77,52.389,5.75,65.96,52.33,12.303,92,92,31.785,54.132,5.841,31.785,53.96,0.162,68.2,81.678,3.401,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV139",15,30,32.5,3.54,42.89,34.167,3.75,43.02,34.128,8.023,60,60,19.467,35.215,4.336,19.467,35.083,0.162,45.595,53.71,1.675,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV140",22,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,88,88,35.14,53.989,5.285,35.14,53.768,0.232,67.002,79.123,9.602,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV141",17,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,68,68,24.025,41.795,4.698,24.025,41.64,0.166,53.031,62.599,2.969,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV142",24.5,49,53.083,5.14,70.05,55.806,6.125,70.26,55.742,13.105,98,98,39.137,60.399,5.545,39.137,60.221,0.178,73.867,86.22,11.551,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV143",14,28,30.333,4.06,40.03,31.889,3.5,40.15,31.853,7.488,56,56,19.638,33.727,4.361,19.638,33.4,0.377,44.866,53.97,3.025,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV144",15.5,31,33.583,3.85,44.32,35.306,3.875,44.45,35.266,8.291,62,62,19.63,36.199,4.752,19.63,36.021,0.202,47.635,56.85,1.885,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV145",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,76,76,26.808,44.578,4.978,26.808,44.336,0.247,56.814,68.649,6.642,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV146",22,44,47.667,4.7,62.91,50.111,5.5,63.09,50.054,11.768,88,88,31.069,51.415,5.78,31.069,51.234,0.179,65.355,77.963,2.626,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV147",22,44,47.667,4.99,62.91,50.111,5.5,63.09,50.054,11.768,88,88,34.263,54.942,5.474,34.263,54.728,0.213,68.311,79.844,9.122,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV148",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,68,68,21.795,39.666,4.599,21.795,39.544,0.139,50.687,61.151,1.725,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV149",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,54,54,21.168,32.644,3.226,21.168,32.459,0.3,40.774,48.874,2.956,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV150",17,34,36.833,3.98,48.61,38.722,4.25,48.75,38.678,9.093,68,68,25.508,40.54,4.386,25.508,40.27,0.315,51.576,63.239,2.632,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV151",18,36,39,3.94,51.47,41,4.5,51.62,40.954,9.628,72,72,25.534,42.658,4.435,25.534,42.415,0.282,53.762,63.25,3.146,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV152",12.5,25,27.083,2.9,35.74,28.472,3.125,35.85,28.44,6.686,50,50,17.502,29.518,3.373,17.502,29.358,0.244,37.825,44.732,1.862,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV153",21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,86,86,30.325,51.004,5.676,30.325,50.853,0.143,64.574,78.076,2.325,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV154",15.5,31,33.583,3.68,44.32,35.306,3.875,44.45,35.266,8.291,62,62,24.777,38.785,3.508,24.777,38.649,0.221,47.494,56.614,5.968,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV155",20,40,43.333,4.2,57.19,45.556,5,57.36,45.504,10.698,80,80,31.932,49.872,4.528,31.932,49.747,0.147,60.743,71.099,5.299,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV156",17,34,36.833,3.95,48.61,38.722,4.25,48.75,38.678,9.093,68,68,23.141,39.894,4.798,23.141,39.74,0.179,51.463,62.729,2.637,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV157",19.5,39,42.25,4.22,55.76,44.417,4.875,55.92,44.366,10.43,78,78,25.459,45.509,5.251,25.459,45.371,0.146,58.112,69.574,2.684,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV158",17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,70,70,26.127,42.576,4.317,26.127,42.446,0.168,53.008,61.713,2.613,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV159",16.5,33,35.75,3.75,47.18,37.583,4.125,47.32,37.541,8.826,66,66,22.861,38.968,4.39,22.861,38.813,0.201,49.707,59.854,2.231,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV160",15,30,32.5,3.62,42.89,34.167,3.75,43.02,34.128,8.023,60,60,22.664,36.338,3.709,22.664,36.102,0.351,45.918,54.55,2.96,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV161",19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,78,78,31.227,48.903,4.424,31.227,48.716,0.232,59.849,71.892,4.524,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV162",17,34,36.833,4.05,48.61,38.722,4.25,48.75,38.678,9.093,68,68,25.306,41.145,4.555,25.306,40.967,0.213,52.23,62.631,3.875,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV163",21,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,84,84,27.473,49.225,5.518,27.473,49.028,0.198,62.643,74.322,2.805,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV164",18.5,37,40.083,4.53,52.9,42.139,4.625,53.05,42.091,9.896,74,74,28.951,46.203,4.878,28.951,45.994,0.232,58.16,69.396,12.311,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV165",22,44,47.667,4.61,62.91,50.111,5.5,63.09,50.054,11.768,88,88,32.687,53.445,5.185,32.687,53.274,0.182,65.991,79.867,8.25,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV166",16.5,33,35.75,3.65,47.18,37.583,4.125,47.32,37.541,8.826,66,66,21.786,38.498,4.553,21.786,38.352,0.158,49.386,57.896,1.642,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV167",17.5,35,37.917,4.45,50.04,39.861,4.375,50.19,39.816,9.361,70,70,28.714,45.058,4.1,28.714,44.949,0.157,54.989,65.834,7.854,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV168",13,26,28.167,2.92,37.17,29.611,3.25,37.28,29.578,6.954,52,52,17.466,30.336,3.631,17.466,30.215,0.163,38.991,45.956,2.157,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV169",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,76,76,25.616,44.462,5.075,25.616,44.253,0.216,56.789,68.307,2.786,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV170",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,70,70,21.801,41.199,5.208,21.801,41.029,0.17,53.703,63.611,1.897,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV171",21.5,43,46.583,4.55,61.48,48.972,5.375,61.66,48.917,11.5,86,86,34.808,52.276,4.828,34.808,52.035,0.26,64.25,77.106,9.042,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV172",17,34,36.833,4.03,48.61,38.722,4.25,48.75,38.678,9.093,68,68,23.876,40.959,4.356,23.876,40.771,0.246,51.795,62.733,3.599,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV173",18.5,37,40.083,3.91,52.9,42.139,4.625,53.05,42.091,9.896,74,74,26.517,44.031,4.534,26.517,43.889,0.179,55.017,65.701,3.302,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV174",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,62,62,26.114,40.139,3.875,26.114,39.968,0.224,49.627,58.824,7.718,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV175",18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,74,74,26.519,44.908,5.034,26.519,44.672,0.246,57.362,68.045,3.186,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV176",23.5,47,50.917,4.97,67.2,53.528,5.875,67.39,53.467,12.57,94,94,30.551,54.832,6.197,30.551,54.677,0.137,69.632,85.262,2.141,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV177",14,28,30.333,3.2,40.03,31.889,3.5,40.15,31.853,7.488,56,56,20.57,33.167,3.628,20.57,32.943,0.301,42.231,50.332,2.894,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV178",18.5,37,40.083,4.51,52.9,42.139,4.625,53.05,42.091,9.896,74,74,24.629,43.689,5.183,24.629,43.408,0.285,56.621,67.79,4.289,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV179",15,30,32.5,3.22,42.89,34.167,3.75,43.02,34.128,8.023,60,60,20.316,35.011,3.998,20.316,34.897,0.156,44.59,52.963,2.032,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV180",21,42,45.5,4.4,60.05,47.833,5.25,60.22,47.779,11.233,84,84,29.129,49.401,5.318,29.129,49.252,0.156,62.23,74.407,2.467,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV181",11.5,23,24.917,3.61,32.88,26.194,2.875,32.98,26.165,6.151,46,46,18.894,30.174,3.191,18.894,30.038,0.243,38.136,43.995,2.259,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV182",18,36,39,3.95,51.47,41,4.5,51.62,40.954,9.628,72,72,25.038,42.614,4.674,25.038,42.48,0.157,53.896,64.951,1.834,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV183",17,34,36.833,3.91,48.61,38.722,4.25,48.75,38.678,9.093,68,68,23.493,39.9,4.681,23.493,39.706,0.219,51.31,61.161,2.339,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV184",14.5,29,31.417,3.15,41.46,33.028,3.625,41.58,32.99,7.756,58,58,20.039,33.871,3.865,20.039,33.724,0.206,43.249,52.015,2.285,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV185",24.5,49,53.083,5.08,70.05,55.806,6.125,70.26,55.742,13.105,98,98,38.599,61.272,5.432,38.599,61.118,0.16,74.468,86.231,10.676,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV186",18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,74,74,27.775,44.897,4.651,27.775,44.722,0.201,56.23,66.832,4.531,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV187",16,32,34.667,3.79,45.75,36.444,4,45.88,36.403,8.558,64,64,21.817,37.548,4.529,21.817,37.337,0.243,48.67,58.338,2.009,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV188",20,40,43.333,4.21,57.19,45.556,5,57.36,45.504,10.698,80,80,27.638,46.668,5.237,27.638,46.531,0.144,59.217,70.254,1.857,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV189",18,36,39,3.98,51.47,41,4.5,51.62,40.954,9.628,72,72,27.446,43.007,4.4,27.446,42.81,0.249,53.923,63.248,4.347,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV190",18,36,39,4.11,51.47,41,4.5,51.62,40.954,9.628,72,72,29.862,44.543,3.963,29.862,44.354,0.274,54.55,66.064,5.106,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV191",18.5,37,40.083,4.04,52.9,42.139,4.625,53.05,42.091,9.896,74,74,30.28,46.124,4.012,30.28,46.005,0.17,55.877,65.685,7.127,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
"Set 1 SP_EV192",21,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,84,84,33.111,51.799,4.915,33.111,51.621,0.203,63.841,76.214,5.508,"Set 1 Completion Times Fixed",NA,NA,NA,NA,NA,NA,0.2,"Rand","Rand","Rand"
