"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 1 SP_EV91",12,24,26,3.52,34.31,27.333,3,34.41,27.302,6.419,35.946,48,25,3.28,17.132,27.39,3.744,17.132,26.931,0.821,38.308,67.379,2.214,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV92",9,18,19.5,3.02,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36,28,3.571,15.649,23.98,3.145,15.649,23.521,1.019,33.555,58.142,2.357,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV93",8.5,17,18.417,2.93,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34,26,3.5,14.017,21.961,3.012,14.017,21.517,1.046,31.197,56.739,2.233,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV94",8.5,17,18.417,2.86,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34,26,3.538,14.234,22.292,2.964,14.234,21.845,1.088,31.439,53.085,2.365,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV95",7,14,15.167,2.57,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28,26,3.308,11.278,18.048,2.653,11.278,17.627,1.167,26.365,55.206,2.228,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV96",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36,29,3.759,15.449,23.471,3.127,15.449,23.003,1.059,33.098,65.752,2.443,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV97",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36,26,3.5,13.903,22.585,3.205,13.903,22.118,1.004,32.34,58.332,2.371,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV98",13,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,32,3.875,19.387,29.995,3.929,19.387,29.499,0.816,41.452,65.4,2.487,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV99",9.5,19,20.583,3.21,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38,32,3.969,14.311,22.623,3.197,14.311,22.142,1.045,32.443,51.13,2.551,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV100",10,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40,31,3.677,13.544,23.721,3.728,13.544,23.189,0.966,34.932,58.643,2.515,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV101",14,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,77,5.494,22.899,34.468,3.765,22.899,34.004,0.815,45.47,92.687,4.514,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV102",19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,76,5.25,31.179,44.931,4.522,31.179,44.464,0.664,57.652,83.512,4.331,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV103",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,32,5.344,27.452,40.723,4.345,27.452,40.229,0.74,53.188,84.166,2.986,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV104",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,23,4.043,20.366,30.813,3.209,20.366,30.484,0.67,39.839,67.441,2.414,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV105",22,44,47.667,5,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,63,6,35.028,51.214,5.181,35.028,50.689,0.646,65.714,94.569,4.191,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV106",16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,64,5.109,27.557,38.851,3.966,27.557,38.382,0.791,50.362,77.364,3.877,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV107",18.5,37,40.083,4.13,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,86,5.756,30.147,42.859,4.232,30.147,42.402,0.699,54.861,84.535,4.985,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV108",15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,39,4.538,23.618,35.362,4.054,23.618,34.903,0.734,46.954,84.28,2.876,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV109",20,40,43.333,4.26,57.19,45.556,5,57.36,45.504,10.698,59.91,80,41,5.146,31.379,45.589,4.546,31.379,45.16,0.614,58.247,90.2,3.192,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV110",21,42,45.5,4.78,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,154,5.766,33.644,48.637,5.031,33.644,48.133,0.647,62.732,92.93,7.678,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV111",18.5,37,40.083,4.31,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,48,5.021,28.186,42.348,4.541,28.186,41.872,0.684,55.179,80.724,3.33,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV112",21,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,63,5.667,33.127,48.661,4.841,33.127,48.162,0.66,62.276,92.336,4.168,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV113",15,30,32.5,3.71,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,44,4.591,23.683,35.28,3.83,23.683,34.813,0.813,46.429,69.566,3.156,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV114",18,36,39,4.17,51.47,41,4.5,51.62,40.954,9.628,53.919,72,184,6.239,30.766,44.224,4.319,30.766,43.748,0.717,56.524,82.825,9.149,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV115",26,52,56.333,5.42,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104,26,4.692,41.427,59.16,5.797,41.427,58.634,0.569,75.112,111.147,2.543,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV116",13.5,27,29.25,3.34,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,26,4.885,21.593,31.496,3.533,21.593,31.095,0.757,41.665,63.057,2.581,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV117",15,30,32.5,3.67,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,35,4.514,23.711,35.004,3.912,23.711,34.551,0.776,46.311,86.165,2.776,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV118",16,32,34.667,3.67,45.75,36.444,4,45.88,36.403,8.558,47.928,64,44,5.455,25.616,36.899,3.862,25.616,36.47,0.732,47.942,73.936,3.359,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV119",21,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,107,5.579,32.726,48.108,4.83,32.726,47.602,0.67,61.725,86.834,6.437,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV120",21,42,45.5,4.74,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,63,5.921,32.916,49.213,4.932,32.916,48.726,0.627,62.947,89.792,4.239,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV121",14.5,29,31.417,3.49,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,22,3.727,21.59,32.993,3.735,21.59,32.577,0.731,43.666,69.607,2.308,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV122",20,40,43.333,4.54,57.19,45.556,5,57.36,45.504,10.698,59.91,80,131,5.87,33.434,47.921,4.598,33.434,47.401,0.738,61.105,85.112,6.884,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV123",18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,97,5.897,30.851,43.698,4.277,30.851,43.262,0.659,55.725,79.132,5.473,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV124",19,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,23,4.522,29.116,43.313,4.553,29.116,42.839,0.668,56.12,86.125,2.455,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV125",21,42,45.5,4.47,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,59,5.085,33.553,48.624,4.735,33.553,48.162,0.621,61.808,90.017,3.801,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV126",20,40,43.333,4.65,57.19,45.556,5,57.36,45.504,10.698,59.91,80,93,6.473,31.798,46.825,4.822,31.798,46.323,0.673,60.411,97.39,5.485,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV127",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,283,6.488,28.125,39.337,3.848,28.125,38.88,0.802,50.568,72.743,13.299,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV128",21.5,43,46.583,4.62,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,206,6.684,36.735,52.42,4.859,36.735,51.913,0.675,66.174,91.194,10.503,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV129",23,46,49.833,5.16,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,323,6.279,38.586,55.133,5.218,38.586,54.606,0.649,69.744,109.256,14.711,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV130",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,79,6.203,28.218,39.858,3.789,28.218,39.44,0.731,50.687,73.738,4.892,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV131",19,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,86,5.698,29.65,43.481,4.432,29.65,43.038,0.654,55.913,81.809,5.111,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV132",20,40,43.333,4.43,57.19,45.556,5,57.36,45.504,10.698,59.91,80,78,6.231,32.87,47.025,4.594,32.87,46.54,0.684,60.002,92.683,4.845,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV133",19,38,41.167,4.24,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,24,3.625,28.403,43.227,4.538,28.403,42.761,0.665,56.012,89.025,2.308,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV134",21,42,45.5,4.81,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,42,5.595,33.891,49.74,5.147,33.891,49.231,0.629,64.099,91.108,3.321,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV135",21,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,100,5.78,33.885,49.96,4.645,33.885,49.521,0.612,62.887,91.098,5.586,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV136",16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,57,4.965,26.251,38.513,4.175,26.251,38.026,0.765,50.548,76.46,3.675,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV137",19,38,41.167,4.26,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,25,4.76,29.512,43.411,4.534,29.512,42.935,0.684,56.216,88.559,2.587,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV138",23,46,49.833,4.83,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,70,5.171,35.293,52.687,5.16,35.293,52.204,0.6,66.983,94.137,4.197,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV139",15,30,32.5,3.54,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,23,3.696,22.865,34.274,3.786,22.865,33.861,0.7,45,69.442,2.28,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV140",22,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,238,6.559,36.226,52.089,5.051,36.226,51.565,0.662,66.278,94.791,11.626,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV141",17,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,53,5.396,27.913,40.495,4.348,27.913,40.004,0.739,52.961,79.144,3.722,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV142",24.5,49,53.083,5.14,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98,295,6.475,41.875,58.32,5.253,41.875,57.817,0.619,72.894,102.645,13.807,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV143",14,28,30.333,4.06,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,58,5.017,20.883,32.557,4.093,20.883,32.002,0.884,44.662,67.703,3.683,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV144",15.5,31,33.583,3.85,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,27,4.037,23.324,35.289,4.104,23.324,34.811,0.751,47.069,72.968,2.435,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV145",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,161,5.988,30.236,43.392,4.43,30.236,42.937,0.658,55.803,83.416,8.073,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV146",22,44,47.667,4.7,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,43,5.605,33.811,50.126,5.023,33.811,49.642,0.618,64.106,89.104,3.485,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV147",22,44,47.667,4.99,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,233,6.498,37.519,53.095,5.13,37.519,52.567,0.65,67.442,111.846,11.392,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV148",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,25,3.52,26.284,38.678,3.95,26.284,38.301,0.615,49.692,76.712,2.26,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV149",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,57,5.263,22.33,31.653,3.194,22.33,31.298,0.751,40.811,60.066,3.804,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV150",17,34,36.833,3.98,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,45,5.067,27.528,39.288,4.091,27.528,38.82,0.742,51,84.353,3.279,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV151",18,36,39,3.94,51.47,41,4.5,51.62,40.954,9.628,53.919,72,63,5.429,28.24,41.396,4.058,28.24,40.952,0.722,52.942,89.975,4.08,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV152",12.5,25,27.083,2.9,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50,26,4.269,19.465,28.69,3.051,19.465,28.347,0.751,37.465,60.726,2.492,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV153",21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,32,5.406,33.264,49.524,5.041,33.264,49.023,0.637,63.567,91.714,2.977,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV154",15.5,31,33.583,3.68,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,132,6.455,25.835,37.375,3.549,25.835,36.982,0.751,47.589,72.259,7.349,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV155",20,40,43.333,4.2,57.19,45.556,5,57.36,45.504,10.698,59.91,80,126,6.143,33.37,48.054,4.461,33.37,47.605,0.66,60.601,85.405,6.572,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV156",17,34,36.833,3.95,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,46,5.348,25.924,38.842,4.219,25.924,38.399,0.675,50.719,76.171,3.478,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV157",19.5,39,42.25,4.22,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,51,4.627,30.311,44.369,4.513,30.311,43.934,0.605,56.881,83.337,3.406,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV158",17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,40,5.35,28.301,41.227,4.06,28.301,40.812,0.673,52.663,77.038,3.315,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV159",16.5,33,35.75,3.75,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,32,4.875,25.363,37.873,3.97,25.363,37.472,0.65,48.986,69.128,2.882,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV160",15,30,32.5,3.62,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,51,5.667,24.702,35.112,3.624,24.702,34.669,0.798,45.65,66.33,3.735,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV161",19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,97,5.67,33.171,47.151,4.387,33.171,46.692,0.672,59.544,86.208,5.56,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV162",17,34,36.833,4.05,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,80,5.763,25.967,39.769,4.251,25.967,39.309,0.698,51.838,74.107,4.895,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV163",21,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,45,5.622,32.706,47.932,4.846,32.706,47.454,0.625,61.435,89.819,3.578,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV164",18.5,37,40.083,4.53,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,313,6.588,29.473,44.5,4.681,29.473,43.974,0.726,57.853,99.5,13.453,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV165",22,44,47.667,4.61,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,199,6.447,36.157,51.638,4.882,36.157,51.159,0.626,65.235,94.173,9.048,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV166",16.5,33,35.75,3.65,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,23,3.348,25.309,37.545,3.898,25.309,37.149,0.672,48.533,72.455,2.006,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV167",17.5,35,37.917,4.45,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,192,6.344,30.724,43.243,4.209,30.724,42.757,0.77,55.42,83.954,8.681,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV168",13,26,28.167,2.92,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,36,4.222,19.953,29.581,3.112,19.953,29.259,0.685,38.368,58.183,2.542,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV169",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,52,5.038,29.744,43.325,4.449,29.744,42.867,0.657,55.826,76.739,3.22,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV170",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,28,4,26.405,40.054,4.57,26.405,39.537,0.735,53.106,79.715,2.263,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV171",21.5,43,46.583,4.55,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,242,6.145,35.671,50.524,4.651,35.671,50.053,0.653,63.57,93.721,10.171,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV172",17,34,36.833,4.03,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,80,5.075,27.743,39.687,4.071,27.743,39.234,0.728,51.328,79.723,4.246,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV173",18.5,37,40.083,3.91,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,67,5.194,29.619,42.731,4.137,29.619,42.325,0.632,54.269,80.001,3.742,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV174",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,194,6.474,26.312,38.432,4.096,26.312,37.927,0.809,50.402,76.091,8.524,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV175",18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,62,5.161,29.046,43.336,4.732,29.046,42.803,0.728,56.894,85.638,3.495,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV176",23.5,47,50.917,4.97,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94,29,4.207,36.459,53.472,5.322,36.459,52.977,0.599,68.185,97.739,2.341,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV177",14,28,30.333,3.2,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,50,4.9,21.834,32.252,3.362,21.834,31.868,0.764,41.925,63.867,3.082,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV178",18.5,37,40.083,4.51,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,97,5.062,28.605,42.441,4.709,28.605,41.919,0.709,55.85,80.695,4.522,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV179",15,30,32.5,3.22,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,25,3.92,23.198,34.169,3.445,23.198,33.837,0.614,43.73,63.792,2.151,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV180",21,42,45.5,4.4,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,38,4.895,32.656,48.073,4.713,32.656,47.643,0.592,61.14,84.714,2.714,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV181",11.5,23,24.917,3.61,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46,42,4.714,19.451,28.958,3.566,19.451,28.446,1.001,39.825,72.294,2.805,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV182",18,36,39,3.95,51.47,41,4.5,51.62,40.954,9.628,53.919,72,28,4.429,28.271,41.398,4.193,28.271,40.981,0.629,53.079,75.964,2.3,2,2,"lognormal",1000000,"Set 1 SP Completion Times - Lognormal",0.2,"Rand","Rand","Rand"
