Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds)
Set 1 SP_EV587,43.5,87,94.25,5.96,124.38,99.083,10.875,124.75,98.971,23.268,174.0,174.0,71.136,101.8,7.273,71.136,101.644,0.118,119.264,135.921,4.798
Set 1 SP_EV588,46.5,93,100.75,6.16,132.96,105.917,11.625,133.35,105.797,24.872,186.0,186.0,75.537,108.51,7.676,75.537,108.384,0.094,126.767,145.342,2.515
Set 1 SP_EV589,59.5,119,128.917,7.93,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,100.548,140.704,9.628,100.548,140.551,0.091,163.592,185.494,8.452
Set 1 SP_EV590,50.5,101,109.417,6.56,144.4,115.028,12.625,144.82,114.898,27.012,202.0,202.0,83.945,119.462,8.181,83.945,119.346,0.078,138.876,163.37,2.187
Set 1 SP_EV591,44.5,89,96.417,6.03,127.24,101.361,11.125,127.62,101.247,23.803,178.0,178.0,72.909,103.82,7.509,72.909,103.693,0.097,121.701,138.259,1.698
Set 1 SP_EV592,45.5,91,98.583,6.46,130.1,103.639,11.375,130.48,103.522,24.338,182.0,182.0,74.31,107.812,7.559,74.31,107.66,0.113,125.96,143.563,24.238
Set 1 SP_EV593,50.0,100,108.333,6.68,142.97,113.889,12.5,143.39,113.76,26.745,200.0,200.0,84.04,117.96,8.059,84.04,117.823,0.095,137.105,157.068,40.583
Set 1 SP_EV594,54.0,108,117.0,7.27,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,88.341,126.859,8.885,88.341,126.726,0.092,148.037,170.487,13.229
Set 1 SP_EV595,48.0,96,104.0,6.27,137.25,109.333,12.0,137.65,109.21,25.675,192.0,192.0,77.85,112.085,7.808,77.85,111.963,0.093,130.666,147.78,5.359
Set 1 SP_EV596,47.5,95,102.917,6.83,135.82,108.194,11.875,136.22,108.072,25.407,190.0,190.0,80.524,113.462,8.121,80.524,113.325,0.102,132.843,152.841,21.229
Set 1 SP_EV597,59.5,119,128.917,7.58,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,98.233,139.238,9.404,98.233,139.107,0.085,161.624,184.397,2.661
Set 1 SP_EV598,55.5,111,120.25,7.25,158.69,126.417,13.875,159.16,126.274,29.687,222.0,222.0,91.292,130.052,8.918,91.292,129.906,0.094,151.276,173.568,10.093
Set 1 SP_EV599,46.5,93,100.75,6.6,132.96,105.917,11.625,133.35,105.797,24.872,186.0,186.0,72.932,108.632,8.151,72.932,108.479,0.106,128.088,145.925,2.307
Set 1 SP_EV600,47.5,95,102.917,6.32,135.82,108.194,11.875,136.22,108.072,25.407,190.0,190.0,77.496,110.841,7.88,77.496,110.728,0.091,129.583,150.331,1.715
Set 1 SP_EV601,53.0,106,114.833,6.86,151.55,120.722,13.25,151.99,120.586,28.349,212.0,212.0,86.701,123.657,8.541,86.701,123.525,0.093,143.966,164.761,2.173
Set 1 SP_EV602,68.5,137,148.417,7.97,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,116.925,159.825,9.93,116.925,159.696,0.078,183.424,208.974,1.594
Set 1 SP_EV603,57.5,115,124.583,6.82,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,96.752,135.297,8.373,96.752,135.191,0.08,155.218,175.601,13.305
Set 1 SP_EV604,65.0,130,140.833,7.79,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,108.717,151.783,9.675,108.717,151.646,0.084,174.806,198.419,11.279
Set 1 SP_EV605,52.5,105,113.75,6.55,150.12,119.583,13.125,150.56,119.448,28.082,210.0,210.0,87.146,122.504,8.168,87.146,122.382,0.086,141.913,161.15,4.43
Set 1 SP_EV606,63.5,127,137.583,7.69,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,108.536,148.218,9.572,108.536,148.078,0.082,170.955,195.597,2.137
Set 1 SP_EV607,54.5,109,118.083,6.74,155.84,124.139,13.625,156.29,123.999,29.152,218.0,218.0,92.521,127.173,8.407,92.521,127.036,0.088,147.169,167.711,1.804
Set 1 SP_EV608,53.5,107,115.917,6.69,152.98,121.861,13.375,153.43,121.723,28.617,214.0,214.0,89.757,124.831,8.349,89.757,124.697,0.088,144.684,162.456,2.229
Set 1 SP_EV609,70.5,141,152.75,8.33,201.59,160.583,17.625,202.18,160.402,37.71,282.0,282.0,121.229,164.487,10.371,121.229,164.35,0.079,189.075,216.919,1.743
Set 1 SP_EV610,62.5,125,135.417,7.42,178.71,142.361,15.625,179.24,142.2,33.431,250.0,250.0,105.587,145.841,9.264,105.587,145.718,0.08,167.832,189.0,2.833
Set 1 SP_EV611,50.0,100,108.333,6.53,142.97,113.889,12.5,143.39,113.76,26.745,200.0,200.0,82.458,116.657,8.147,82.458,116.531,0.095,136.05,153.885,2.198
Set 1 SP_EV612,58.0,116,125.667,7.09,165.84,132.111,14.5,166.33,131.962,31.024,232.0,232.0,98.604,135.679,8.809,98.604,135.564,0.079,156.608,176.061,6.46
Set 1 SP_EV613,52.0,104,112.667,6.25,148.69,118.444,13.0,149.12,118.311,27.814,208.0,208.0,86.301,121.332,7.798,86.301,121.22,0.09,139.888,169.528,1.707
Set 1 SP_EV614,66.0,132,143.0,7.83,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,113.347,154.009,9.751,113.347,153.893,0.077,177.111,199.108,3.83
Set 1 SP_EV615,66.0,132,143.0,7.72,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,105.569,154.203,9.617,105.569,154.067,0.082,177.027,206.718,5.107
Set 1 SP_EV616,62.5,125,135.417,7.7,178.71,142.361,15.625,179.24,142.2,33.431,250.0,250.0,105.48,145.838,9.608,105.48,145.693,0.084,168.674,196.741,1.688
Set 1 SP_EV617,68.5,137,148.417,8.27,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,112.51,159.854,10.31,112.51,159.717,0.074,184.252,209.869,3.158
Set 1 SP_EV618,46.5,93,100.75,6.03,132.96,105.917,11.625,133.35,105.797,24.872,186.0,186.0,74.017,108.506,7.522,74.017,108.387,0.092,126.363,144.089,1.542
Set 1 SP_EV619,52.0,104,112.667,6.47,148.69,118.444,13.0,149.12,118.311,27.814,208.0,208.0,90.575,122.73,7.933,90.575,122.603,0.094,141.615,162.164,16.252
Set 1 SP_EV620,54.0,108,117.0,6.86,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,87.921,125.985,8.554,87.921,125.862,0.086,146.288,170.968,1.587
Set 1 SP_EV621,73.5,147,159.25,8.71,210.16,167.417,18.375,210.78,167.227,39.315,294.0,294.0,122.152,171.673,10.819,122.152,171.534,0.075,197.338,223.59,51.762
Set 1 SP_EV622,68.5,137,148.417,8.08,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,116.35,159.841,10.068,116.35,159.692,0.081,183.709,209.485,1.861
Set 1 SP_EV623,60.0,120,130.0,7.52,171.56,136.667,15.0,172.07,136.512,32.094,240.0,240.0,95.681,140.0,9.378,95.681,139.857,0.083,162.257,185.234,1.59
Set 1 SP_EV624,46.5,93,100.75,6.19,132.96,105.917,11.625,133.35,105.797,24.872,186.0,186.0,78.909,110.234,7.433,78.909,110.099,0.104,128.019,148.179,9.775
Set 1 SP_EV625,71.0,142,153.833,8.65,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,119.578,167.396,10.58,119.578,167.269,0.079,192.489,223.526,11.865
Set 1 SP_EV626,50.0,100,108.333,6.5,142.97,113.889,12.5,143.39,113.76,26.745,200.0,200.0,82.56,117.718,7.978,82.56,117.588,0.093,136.677,158.857,3.361
Set 1 SP_EV627,49.5,99,107.25,6.12,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,80.549,115.492,7.626,80.549,115.38,0.088,133.654,151.054,1.718
Set 1 SP_EV628,51.5,103,111.583,6.63,147.26,117.306,12.875,147.69,117.173,27.547,206.0,206.0,86.154,120.364,8.206,86.154,120.231,0.097,139.947,162.057,5.079
Set 1 SP_EV629,58.5,117,126.75,7.47,167.27,133.25,14.625,167.76,133.099,31.291,234.0,234.0,95.003,136.485,9.326,95.003,136.341,0.085,158.589,183.133,1.537
Set 1 SP_EV630,71.0,142,153.833,8.43,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,113.869,165.664,10.522,113.869,165.531,0.078,190.611,216.675,2.066
Set 1 SP_EV631,67.5,135,146.25,8.08,193.01,153.75,16.875,193.57,153.576,36.105,270.0,270.0,118.262,159.269,9.865,118.262,159.143,0.078,182.682,206.123,9.597
Set 1 SP_EV632,56.0,112,121.333,7.05,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,90.689,130.668,8.799,90.689,130.539,0.087,151.572,174.345,5.294
Set 1 SP_EV633,54.0,108,117.0,6.83,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,90.438,125.996,8.521,90.438,125.848,0.093,146.278,166.664,2.728
Set 1 SP_EV634,54.0,108,117.0,6.8,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,91.409,125.999,8.479,91.409,125.88,0.086,146.13,169.062,2.173
Set 1 SP_EV635,52.0,104,112.667,6.4,148.69,118.444,13.0,149.12,118.311,27.814,208.0,208.0,87.371,121.317,7.989,87.371,121.193,0.087,140.322,158.904,2.414
Set 1 SP_EV636,59.0,118,127.833,7.18,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,99.477,137.66,8.953,99.477,137.524,0.086,158.914,179.753,2.745
Set 1 SP_EV637,56.0,112,121.333,6.86,160.12,127.556,14.0,160.59,127.411,29.954,224.0,224.0,94.399,130.674,8.538,94.399,130.563,0.079,150.897,175.245,2.49
Set 1 SP_EV638,64.5,129,139.75,7.62,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,109.686,150.515,9.497,109.686,150.384,0.081,173.067,196.089,2.384
Set 1 SP_EV639,52.5,105,113.75,6.78,150.12,119.583,13.125,150.56,119.448,28.082,210.0,210.0,86.569,122.524,8.432,86.569,122.385,0.094,142.604,165.553,4.529
Set 1 SP_EV640,49.5,99,107.25,6.38,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,82.196,115.512,7.958,82.196,115.388,0.088,134.405,154.389,1.696
Set 1 SP_EV641,68.0,136,147.333,7.95,194.44,154.889,17.0,195.01,154.714,36.373,272.0,272.0,116.225,158.677,9.911,116.225,158.55,0.076,182.186,208.854,1.572
Set 1 SP_EV642,49.5,99,107.25,6.5,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,81.192,115.844,8.011,81.192,115.698,0.101,134.955,153.545,3.128
Set 1 SP_EV643,66.0,132,143.0,7.98,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,113.158,154.005,9.971,113.158,153.854,0.082,177.665,204.982,1.536
Set 1 SP_EV644,64.0,128,138.667,7.69,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,107.308,149.341,9.582,107.308,149.213,0.078,172.03,194.532,2.503
Set 1 SP_EV645,51.5,103,111.583,6.67,147.26,117.306,12.875,147.69,117.173,27.547,206.0,206.0,80.695,120.162,8.31,80.695,120.032,0.09,139.926,163.528,1.629
Set 1 SP_EV646,46.5,93,100.75,5.98,132.96,105.917,11.625,133.35,105.797,24.872,186.0,186.0,75.884,108.508,7.469,75.884,108.399,0.091,126.279,146.637,1.551
Set 1 SP_EV647,49.5,99,107.25,6.49,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,80.088,115.497,8.083,80.088,115.375,0.088,134.681,154.89,1.674
Set 1 SP_EV648,52.5,105,113.75,6.49,150.12,119.583,13.125,150.56,119.448,28.082,210.0,210.0,89.482,122.503,8.089,89.482,122.384,0.087,141.711,160.143,4.423
Set 1 SP_EV649,54.0,108,117.0,6.54,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,90.6,125.991,8.154,90.6,125.885,0.08,145.329,165.616,8.003
Set 1 SP_EV650,53.0,106,114.833,6.74,151.55,120.722,13.25,151.99,120.586,28.349,212.0,212.0,88.294,123.672,8.409,88.294,123.545,0.087,143.645,166.966,4.045
Set 1 SP_EV651,49.5,99,107.25,6.2,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,83.141,115.567,7.689,83.141,115.424,0.106,133.896,155.251,8.809
Set 1 SP_EV652,63.0,126,136.5,7.45,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,107.012,147.001,9.287,107.012,146.877,0.079,169.044,190.28,1.608
Set 1 SP_EV653,67.5,135,146.25,7.85,193.01,153.75,16.875,193.57,153.576,36.105,270.0,270.0,115.544,159.402,9.655,115.544,159.282,0.076,182.298,207.336,10.983
Set 1 SP_EV654,60.0,120,130.0,7.33,171.56,136.667,15.0,172.07,136.512,32.094,240.0,240.0,101.751,140.0,9.146,101.751,139.867,0.082,161.721,185.376,2.004
Set 1 SP_EV655,65.0,130,140.833,7.78,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,108.469,151.651,9.704,108.469,151.517,0.077,174.669,197.294,3.769
Set 1 SP_EV656,61.0,122,132.167,7.31,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,103.01,142.334,9.106,103.01,142.211,0.08,163.987,190.437,1.482
Set 1 SP_EV657,57.0,114,123.5,6.96,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,96.912,133.005,8.681,96.912,132.882,0.083,153.664,175.404,1.85
Set 1 SP_EV658,51.5,103,111.583,6.47,147.26,117.306,12.875,147.69,117.173,27.547,206.0,206.0,85.533,120.168,8.074,85.533,120.042,0.092,139.347,161.624,3.236
Set 1 SP_EV659,71.5,143,154.917,8.53,204.44,162.861,17.875,205.05,162.677,38.245,286.0,286.0,121.293,167.167,10.535,121.293,167.021,0.08,192.153,218.521,16.364
Set 1 SP_EV660,64.0,128,138.667,7.71,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,109.5,149.337,9.606,109.5,149.206,0.08,172.156,196.418,1.761
Set 1 SP_EV661,65.0,130,140.833,7.79,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,109.75,151.668,9.727,109.75,151.523,0.079,174.733,200.971,1.823
Set 1 SP_EV662,68.5,137,148.417,8.2,195.87,156.028,17.125,196.44,155.851,36.64,274.0,274.0,111.064,159.838,10.222,111.064,159.686,0.087,184.19,210.028,1.623
Set 1 SP_EV663,59.0,118,127.833,7.48,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,98.382,138.038,9.23,98.382,137.894,0.091,159.983,181.885,4.281
Set 1 SP_EV664,65.5,131,141.917,7.8,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,109.784,154.124,9.483,109.784,153.987,0.084,176.641,200.018,4.635
Set 1 SP_EV665,54.0,108,117.0,6.71,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,89.035,126.292,8.31,89.035,126.167,0.088,146.035,167.386,5.72
Set 1 SP_EV666,57.5,115,124.583,7.22,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,97.863,134.425,8.965,97.863,134.292,0.088,155.763,179.48,5.38
Set 1 SP_EV667,52.5,105,113.75,6.75,150.12,119.583,13.125,150.56,119.448,28.082,210.0,210.0,86.061,122.492,8.411,86.061,122.364,0.087,142.473,164.113,1.506
Set 1 SP_EV668,55.0,110,119.167,6.94,157.27,125.278,13.75,157.73,125.136,29.419,220.0,220.0,91.353,128.566,8.558,91.353,128.441,0.092,148.905,173.009,4.86
Set 1 SP_EV669,67.5,135,146.25,8.15,193.01,153.75,16.875,193.57,153.576,36.105,270.0,270.0,115.252,157.484,10.163,115.252,157.35,0.078,181.58,206.054,1.587
Set 1 SP_EV670,62.0,124,134.333,7.37,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,103.603,144.671,9.188,103.603,144.544,0.082,166.529,190.083,1.65
Set 1 SP_EV671,59.5,119,128.917,7.56,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,97.329,139.903,9.339,97.329,139.758,0.084,162.057,183.559,27.548
Set 1 SP_EV672,46.0,92,99.667,6.23,131.53,104.778,11.5,131.92,104.659,24.605,184.0,184.0,75.819,107.335,7.774,75.819,107.208,0.094,125.842,143.318,4.389
Set 1 SP_EV673,57.0,114,123.5,6.86,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,97.573,133.036,8.538,97.573,132.927,0.081,153.353,175.223,3.936
Set 1 SP_EV674,48.0,96,104.0,5.95,137.25,109.333,12.0,137.65,109.21,25.675,192.0,192.0,79.983,111.984,7.416,79.983,111.866,0.088,129.625,146.115,1.705
Set 1 SP_EV675,57.0,114,123.5,7.04,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,99.408,134.771,8.613,99.408,134.637,0.083,155.232,177.619,11.872
Set 1 SP_EV676,65.5,131,141.917,7.94,187.29,149.194,16.375,187.84,149.026,35.035,262.0,262.0,113.843,153.932,9.767,113.843,153.804,0.079,177.136,200.595,2.289
Set 1 SP_EV677,64.0,128,138.667,8.03,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,106.952,149.317,10.021,106.952,149.178,0.082,173.094,200.464,1.849
Set 1 SP_EV678,64.0,128,138.667,7.81,183.0,145.778,16.0,183.54,145.613,34.233,256.0,256.0,108.313,150.508,9.621,108.313,150.383,0.079,173.381,200.834,4.268
Set 1 SP_EV679,62.0,124,134.333,7.63,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,105.303,144.667,9.523,105.303,144.535,0.083,167.258,193.018,5.179
Set 1 SP_EV680,50.5,101,109.417,6.44,144.4,115.028,12.625,144.82,114.898,27.012,202.0,202.0,84.821,117.843,8.026,84.821,117.714,0.094,136.933,154.944,2.249
Set 1 SP_EV681,62.5,125,135.417,7.77,178.71,142.361,15.625,179.24,142.2,33.431,250.0,250.0,103.988,147.906,9.493,103.988,147.763,0.087,170.466,193.647,16.41
Set 1 SP_EV682,66.5,133,144.083,7.82,190.15,151.472,16.625,190.71,151.301,35.57,266.0,266.0,112.591,155.174,9.763,112.591,155.05,0.08,178.389,203.31,1.624
Set 1 SP_EV683,54.0,108,117.0,6.77,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,90.204,126.252,8.418,90.204,126.13,0.086,146.248,168.774,2.574
Set 1 SP_EV684,49.5,99,107.25,6.21,141.54,112.75,12.375,141.95,112.623,26.477,198.0,198.0,78.79,115.507,7.74,78.79,115.392,0.088,133.914,154.741,1.928
Set 1 SP_EV685,58.0,116,125.667,7.44,165.84,132.111,14.5,166.33,131.962,31.024,232.0,232.0,97.356,136.796,9.114,97.356,136.659,0.085,158.457,179.463,8.236
Set 1 SP_EV686,60.0,120,130.0,7.42,171.56,136.667,15.0,172.07,136.512,32.094,240.0,240.0,101.608,140.236,9.21,101.608,140.103,0.087,162.121,185.692,6.25
Set 1 SP_EV687,69.5,139,150.583,8.12,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,117.177,162.202,10.098,117.177,162.067,0.08,186.234,211.603,7.469
Set 1 SP_EV688,54.0,108,117.0,7.03,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,91.427,127.512,8.519,91.427,127.37,0.09,147.758,171.221,2.602
Set 1 SP_EV689,59.5,119,128.917,7.01,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,104.007,140.557,8.702,104.007,140.42,0.089,161.279,185.886,6.64
Set 1 SP_EV690,60.5,121,131.083,7.27,172.99,137.806,15.125,173.5,137.65,32.361,242.0,242.0,99.095,142.209,9.079,99.095,142.098,0.08,163.746,186.449,3.018
Set 1 SP_EV691,59.5,119,128.917,7.32,170.13,135.528,14.875,170.63,135.375,31.826,238.0,238.0,93.143,138.898,9.11,93.143,138.761,0.085,160.546,182.851,3.275
Set 1 SP_EV692,54.5,109,118.083,6.81,155.84,124.139,13.625,156.29,123.999,29.152,218.0,218.0,94.44,128.187,8.205,94.44,128.048,0.097,147.756,172.995,3.994
Set 1 SP_EV693,54.0,108,117.0,6.6,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,92.126,125.998,8.239,92.126,125.887,0.082,145.533,167.85,2.841
Set 1 SP_EV694,49.0,98,106.167,6.25,140.11,111.611,12.25,140.52,111.485,26.21,196.0,196.0,81.315,114.323,7.803,81.315,114.2,0.091,132.911,151.918,2.649
Set 1 SP_EV695,51.5,103,111.583,6.64,147.26,117.306,12.875,147.69,117.173,27.547,206.0,206.0,84.764,120.182,8.275,84.764,120.048,0.094,139.873,162.528,1.647
Set 1 SP_EV696,57.0,114,123.5,7.14,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,95.409,133.549,8.761,95.409,133.406,0.092,154.396,179.215,21.407
Set 1 SP_EV697,61.0,122,132.167,7.51,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,99.936,142.325,9.353,99.936,142.186,0.083,164.53,187.341,1.781
Set 1 SP_EV698,47.0,94,101.833,5.97,134.39,107.056,11.75,134.78,106.935,25.14,188.0,188.0,76.476,110.036,7.369,76.476,109.915,0.092,127.591,146.295,3.014
Set 1 SP_EV699,61.0,122,132.167,7.25,174.42,138.944,15.25,174.93,138.787,32.628,244.0,244.0,103.927,142.339,9.03,103.927,142.211,0.082,163.76,186.254,3.221
Set 1 SP_EV700,55.5,111,120.25,6.75,158.69,126.417,13.875,159.16,126.274,29.687,222.0,222.0,95.76,129.683,8.357,95.76,129.552,0.089,149.569,168.592,6.426
Set 1 SP_EV701,71.0,142,153.833,8.03,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,120.032,165.903,9.962,120.032,165.768,0.08,189.571,214.131,3.81
Set 1 SP_EV702,79.5,159,172.25,8.81,227.32,181.083,19.875,227.99,180.879,42.524,318.0,318.0,133.136,185.515,10.997,133.136,185.379,0.071,211.575,247.539,1.421
Set 1 SP_EV703,54.0,108,117.0,6.39,154.41,123.0,13.5,154.86,122.861,28.884,216.0,216.0,91.155,126.004,7.974,91.155,125.887,0.085,144.967,162.93,2.765
Set 1 SP_EV704,57.0,114,123.5,7.13,162.98,129.833,14.25,163.46,129.687,30.489,228.0,228.0,96.21,133.001,8.897,96.21,132.86,0.09,154.178,177.731,2.964
Set 1 SP_EV705,84.5,169,183.083,9.09,241.62,192.472,21.125,242.33,192.255,45.198,338.0,338.0,149.487,197.158,11.322,149.487,197.024,0.073,223.989,255.465,1.657
Set 1 SP_EV706,72.5,145,157.083,8.15,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,124.538,169.592,10.11,124.538,169.459,0.077,193.545,222.919,1.885
Set 1 SP_EV707,72.0,144,156.0,8.08,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,122.919,168.003,10.071,122.919,167.871,0.073,191.815,216.865,1.447
Set 1 SP_EV708,62.0,124,134.333,7.35,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,102.928,144.666,9.164,102.928,144.529,0.083,166.441,188.244,3.893
Set 1 SP_EV709,73.0,146,158.167,8.2,208.73,166.278,18.25,209.35,166.09,39.047,292.0,292.0,125.208,170.343,10.23,125.208,170.219,0.076,194.611,222.056,1.93
Set 1 SP_EV710,66.0,132,143.0,7.37,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,112.084,154.032,9.2,112.084,153.913,0.077,175.863,198.442,4.102
Set 1 SP_EV711,63.0,126,136.5,7.57,180.14,143.5,15.75,180.67,143.338,33.698,252.0,252.0,105.544,147.008,9.434,105.544,146.871,0.082,169.383,190.495,1.395
Set 1 SP_EV712,64.5,129,139.75,7.42,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,108.596,150.481,9.258,108.596,150.34,0.084,172.446,194.43,1.495
Set 1 SP_EV713,64.5,129,139.75,7.47,184.43,146.917,16.125,184.97,146.751,34.501,258.0,258.0,111.727,150.502,9.323,111.727,150.377,0.081,172.611,193.925,1.567
Set 1 SP_EV714,75.0,150,162.5,8.22,214.45,170.833,18.75,215.08,170.64,40.117,300.0,300.0,131.705,175.005,10.24,131.705,174.861,0.078,199.284,228.251,2.236
Set 1 SP_EV715,65.0,130,140.833,7.45,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,111.127,151.713,9.284,111.127,151.588,0.081,173.816,194.27,2.463
Set 1 SP_EV716,67.0,134,145.167,7.36,191.58,152.611,16.75,192.14,152.439,35.838,268.0,268.0,115.089,156.709,9.124,115.089,156.594,0.07,178.319,199.714,2.514
Set 1 SP_EV717,62.0,124,134.333,7.13,177.28,141.222,15.5,177.8,141.063,33.163,248.0,248.0,105.191,145.781,8.869,105.191,145.664,0.078,166.782,187.521,2.066
Set 1 SP_EV718,69.5,139,150.583,7.9,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,120.822,162.845,9.785,120.822,162.714,0.075,186.014,211.894,3.583
Set 1 SP_EV719,60.5,121,131.083,6.99,172.99,137.806,15.125,173.5,137.65,32.361,242.0,242.0,100.523,141.187,8.71,100.523,141.071,0.079,161.866,184.209,2.557
Set 1 SP_EV720,53.0,106,114.833,6.62,151.55,120.722,13.25,151.99,120.586,28.349,212.0,212.0,85.773,123.844,8.225,85.773,123.721,0.091,143.428,170.554,4.606
Set 1 SP_EV721,63.5,127,137.583,7.48,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,107.302,148.17,9.324,107.302,148.04,0.078,170.298,194.724,1.808
Set 1 SP_EV722,57.5,115,124.583,7.15,164.41,130.972,14.375,164.9,130.824,30.756,230.0,230.0,97.833,135.085,8.741,97.833,134.953,0.084,155.807,177.105,1.813
Set 1 SP_EV723,74.0,148,160.333,8.25,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,125.223,173.084,10.217,125.223,172.956,0.071,197.274,222.645,1.888
Set 1 SP_EV724,59.0,118,127.833,6.99,168.7,134.389,14.75,169.2,134.237,31.559,236.0,236.0,101.38,137.667,8.728,101.38,137.547,0.084,158.383,180.195,1.807
Set 1 SP_EV725,72.0,144,156.0,8.21,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,122.425,167.998,10.245,122.425,167.858,0.075,192.253,219.38,1.877
Set 1 SP_EV726,65.0,130,140.833,7.42,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,113.405,152.074,9.227,113.405,151.952,0.082,174.017,196.29,3.897
Set 1 SP_EV727,66.0,132,143.0,7.4,188.72,150.333,16.5,189.27,150.163,35.303,264.0,264.0,111.592,154.339,9.226,111.592,154.222,0.073,176.19,200.42,3.139
Set 1 SP_EV728,74.0,148,160.333,8.1,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,128.681,172.667,10.112,128.681,172.542,0.072,196.605,221.358,3.007
Set 1 SP_EV729,58.0,116,125.667,6.75,165.84,132.111,14.5,166.33,131.962,31.024,232.0,232.0,98.966,135.347,8.416,98.966,135.234,0.081,155.322,174.612,1.576
Set 1 SP_EV730,60.5,121,131.083,7.42,172.99,137.806,15.125,173.5,137.65,32.361,242.0,242.0,102.019,141.181,9.26,102.019,141.044,0.085,163.173,183.833,1.551
Set 1 SP_EV731,56.5,113,122.417,6.76,161.55,128.694,14.125,162.03,128.549,30.221,226.0,226.0,98.304,131.834,8.423,98.304,131.714,0.084,151.827,170.231,1.77
Set 1 SP_EV732,69.5,139,150.583,7.85,198.73,158.306,17.375,199.31,158.127,37.175,278.0,278.0,115.861,162.163,9.783,115.861,162.031,0.075,185.339,213.834,2.108
Set 1 SP_EV733,63.5,127,137.583,7.4,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,108.092,149.098,9.078,108.092,148.967,0.084,170.623,191.004,8.037
