Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV499,38.0,76,82.333,5.32,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,61.436,88.666,6.625,61.436,88.559,0.095,104.465,123.179,2.582,2.0,2.0,triangular,1000000
Set 1 SP_EV500,47.0,94,101.833,6.94,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,74.232,109.719,8.631,74.232,109.586,0.092,130.253,156.77,5.754,2.0,2.0,triangular,1000000
Set 1 SP_EV501,50.0,100,108.333,6.86,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,79.823,116.67,8.558,79.823,116.543,0.089,137.008,157.072,2.576,2.0,2.0,triangular,1000000
Set 1 SP_EV502,56.5,113,122.417,7.41,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,94.759,132.144,9.147,94.759,132.002,0.09,153.911,174.584,13.755,2.0,2.0,triangular,1000000
Set 1 SP_EV503,54.0,108,117.0,6.98,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,88.84,126.556,8.61,88.84,126.415,0.087,147.018,167.648,4.84,2.0,2.0,triangular,1000000
Set 1 SP_EV504,53.0,106,114.833,7.01,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,86.391,123.67,8.744,86.391,123.538,0.089,144.42,166.563,1.743,2.0,2.0,triangular,1000000
Set 1 SP_EV505,41.5,83,89.917,5.61,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,65.199,96.964,6.945,65.199,96.845,0.099,113.505,131.375,2.464,2.0,2.0,triangular,1000000
Set 1 SP_EV506,61.0,122,132.167,7.75,174.42,138.944,15.25,174.93,138.787,32.628,182.725,244.0,103.563,144.127,9.432,103.563,143.985,0.082,166.511,189.708,6.109,2.0,2.0,triangular,1000000
Set 1 SP_EV507,50.0,100,108.333,6.55,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,82.878,116.67,8.167,82.878,116.55,0.089,136.101,156.095,1.702,2.0,2.0,triangular,1000000
Set 1 SP_EV508,48.0,96,104.0,6.4,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,78.086,111.995,7.991,78.086,111.864,0.091,130.992,151.126,3.144,2.0,2.0,triangular,1000000
Set 1 SP_EV509,46.5,93,100.75,6.42,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.829,108.511,7.997,73.829,108.377,0.094,127.504,148.768,2.974,2.0,2.0,triangular,1000000
Set 1 SP_EV510,53.5,107,115.917,7.18,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,85.43,124.95,8.917,85.43,124.81,0.096,146.154,168.173,4.43,2.0,2.0,triangular,1000000
Set 1 SP_EV511,62.5,125,135.417,7.81,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,106.272,145.821,9.737,106.272,145.687,0.08,168.93,194.32,1.696,2.0,2.0,triangular,1000000
Set 1 SP_EV512,60.0,120,130.0,7.47,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,101.375,141.844,8.99,101.375,141.727,0.08,163.18,185.086,12.901,2.0,2.0,triangular,1000000
Set 1 SP_EV513,44.5,89,96.417,6.31,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,70.444,103.84,7.874,70.444,103.711,0.098,122.579,141.704,2.173,2.0,2.0,triangular,1000000
Set 1 SP_EV514,45.5,91,98.583,5.89,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,75.752,106.169,7.346,75.752,106.061,0.084,123.614,142.039,1.62,2.0,2.0,triangular,1000000
Set 1 SP_EV515,49.5,99,107.25,6.63,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,81.833,115.494,8.271,81.833,115.364,0.092,135.167,154.187,1.493,2.0,2.0,triangular,1000000
Set 1 SP_EV516,55.0,110,119.167,7.29,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,90.727,128.339,9.085,90.727,128.202,0.087,149.952,173.333,1.537,2.0,2.0,triangular,1000000
Set 1 SP_EV517,45.0,90,97.5,6.07,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,75.014,106.101,7.46,75.014,105.987,0.089,123.867,147.701,4.573,2.0,2.0,triangular,1000000
Set 1 SP_EV518,46.0,92,99.667,6.49,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,74.737,107.34,8.095,74.737,107.21,0.098,126.585,147.212,1.82,2.0,2.0,triangular,1000000
Set 1 SP_EV519,54.5,109,118.083,6.97,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,89.277,127.174,8.685,89.277,127.048,0.086,147.797,171.047,2.013,2.0,2.0,triangular,1000000
Set 1 SP_EV520,39.5,79,85.583,5.74,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,62.182,92.407,7.061,62.182,92.269,0.115,109.285,128.379,2.489,2.0,2.0,triangular,1000000
Set 1 SP_EV521,56.5,113,122.417,7.18,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,92.787,131.847,8.947,92.787,131.717,0.084,153.088,177.623,1.573,2.0,2.0,triangular,1000000
Set 1 SP_EV522,62.5,125,135.417,7.89,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,101.363,147.002,9.716,101.363,146.868,0.077,170.056,195.883,3.242,2.0,2.0,triangular,1000000
Set 1 SP_EV523,50.5,101,109.417,6.65,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,82.882,117.9,8.27,82.882,117.766,0.093,137.617,156.966,4.814,2.0,2.0,triangular,1000000
Set 1 SP_EV524,50.5,101,109.417,6.9,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,83.982,118.637,8.445,83.982,118.506,0.089,138.713,158.282,25.492,2.0,2.0,triangular,1000000
Set 1 SP_EV525,57.5,115,124.583,7.25,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,96.028,134.171,9.047,96.028,134.043,0.084,155.655,178.626,2.231,2.0,2.0,triangular,1000000
Set 1 SP_EV526,50.0,100,108.333,6.82,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,80.691,116.654,8.511,80.691,116.52,0.094,136.929,157.171,1.854,2.0,2.0,triangular,1000000
Set 1 SP_EV527,52.0,104,112.667,6.62,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,86.717,121.324,8.258,86.717,121.208,0.085,140.904,166.234,3.071,2.0,2.0,triangular,1000000
Set 1 SP_EV528,59.0,118,127.833,7.56,168.7,134.389,14.75,169.2,134.237,31.559,176.734,236.0,97.015,137.664,9.44,97.015,137.531,0.087,160.082,184.154,1.71,2.0,2.0,triangular,1000000
Set 1 SP_EV529,46.0,92,99.667,6.17,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,76.263,108.434,7.603,76.263,108.315,0.092,126.535,146.678,3.247,2.0,2.0,triangular,1000000
Set 1 SP_EV530,42.0,84,91.0,5.69,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,68.867,98.007,7.09,68.867,97.889,0.098,114.888,131.237,5.357,2.0,2.0,triangular,1000000
Set 1 SP_EV531,43.0,86,93.167,5.87,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,70.325,101.002,7.235,70.325,100.889,0.088,118.165,135.709,3.969,2.0,2.0,triangular,1000000
Set 1 SP_EV532,52.0,104,112.667,6.77,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,85.769,121.35,8.431,85.769,121.22,0.093,141.402,161.338,7.79,2.0,2.0,triangular,1000000
Set 1 SP_EV533,51.5,103,111.583,6.57,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,84.659,120.174,8.193,84.659,120.062,0.086,139.699,159.036,3.515,2.0,2.0,triangular,1000000
Set 1 SP_EV534,47.5,95,102.917,6.38,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,78.459,110.832,7.956,78.459,110.707,0.09,129.725,151.025,1.686,2.0,2.0,triangular,1000000
Set 1 SP_EV535,41.0,82,88.833,5.68,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,68.106,96.004,6.968,68.106,95.876,0.1,112.599,129.384,2.355,2.0,2.0,triangular,1000000
Set 1 SP_EV536,43.5,87,94.25,5.65,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,72.681,101.496,7.06,72.681,101.382,0.092,118.299,138.437,1.9,2.0,2.0,triangular,1000000
Set 1 SP_EV537,61.5,123,133.25,7.53,175.85,140.083,15.375,176.37,139.925,32.896,184.223,246.0,103.809,143.514,9.392,103.809,143.379,0.079,165.822,187.794,3.963,2.0,2.0,triangular,1000000
Set 1 SP_EV538,45.0,90,97.5,5.86,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,74.881,105.005,7.299,74.881,104.887,0.092,122.365,144.026,5.416,2.0,2.0,triangular,1000000
Set 1 SP_EV539,56.0,112,121.333,7.19,160.12,127.556,14.0,160.59,127.411,29.954,167.748,224.0,89.561,130.668,8.96,89.561,130.529,0.087,151.93,174.93,2.286,2.0,2.0,triangular,1000000
Set 1 SP_EV540,54.0,108,117.0,6.84,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,89.507,126.053,8.501,89.507,125.919,0.088,146.275,170.654,6.675,2.0,2.0,triangular,1000000
Set 1 SP_EV541,44.5,89,96.417,5.81,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,72.869,104.765,7.035,72.869,104.665,0.084,121.448,137.306,2.996,2.0,2.0,triangular,1000000
Set 1 SP_EV542,57.0,114,123.5,7.2,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,95.678,132.999,8.991,95.678,132.87,0.09,154.386,178.645,1.915,2.0,2.0,triangular,1000000
Set 1 SP_EV543,53.0,106,114.833,6.75,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,89.029,123.682,8.44,89.029,123.564,0.085,143.728,164.172,1.539,2.0,2.0,triangular,1000000
Set 1 SP_EV544,51.5,103,111.583,6.89,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,85.414,120.664,8.447,85.414,120.526,0.096,140.776,167.575,4.947,2.0,2.0,triangular,1000000
Set 1 SP_EV545,55.0,110,119.167,6.96,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,91.261,129.102,8.668,91.261,128.977,0.078,149.633,173.997,5.706,2.0,2.0,triangular,1000000
Set 1 SP_EV546,46.5,93,100.75,6.08,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,78.18,108.514,7.568,78.18,108.393,0.091,126.494,145.326,1.961,2.0,2.0,triangular,1000000
Set 1 SP_EV547,53.0,106,114.833,6.96,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,87.317,124.833,8.587,87.317,124.696,0.089,145.25,163.009,3.503,2.0,2.0,triangular,1000000
Set 1 SP_EV548,46.5,93,100.75,6.5,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.913,108.84,8.033,74.913,108.707,0.097,127.936,149.173,6.084,2.0,2.0,triangular,1000000
Set 1 SP_EV549,52.0,104,112.667,6.75,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,88.986,123.69,8.082,88.986,123.562,0.09,142.884,164.52,37.409,2.0,2.0,triangular,1000000
Set 1 SP_EV550,54.5,109,118.083,7.11,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,91.081,128.156,8.752,91.081,128.033,0.08,148.908,168.0,5.862,2.0,2.0,triangular,1000000
Set 1 SP_EV551,46.5,93,100.75,6.16,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.984,108.66,7.628,73.984,108.539,0.094,126.801,147.64,4.849,2.0,2.0,triangular,1000000
Set 1 SP_EV552,55.0,110,119.167,7.09,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220.0,92.953,128.351,8.84,92.953,128.229,0.081,149.358,170.65,3.764,2.0,2.0,triangular,1000000
Set 1 SP_EV553,51.0,102,110.5,6.74,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204.0,82.456,119.001,8.404,82.456,118.867,0.094,138.977,159.161,2.282,2.0,2.0,triangular,1000000
Set 1 SP_EV554,48.0,96,104.0,6.32,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,79.774,112.007,7.879,79.774,111.879,0.09,130.747,153.157,1.628,2.0,2.0,triangular,1000000
Set 1 SP_EV555,53.0,106,114.833,6.81,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,87.116,123.664,8.495,87.116,123.536,0.085,143.828,164.433,3.201,2.0,2.0,triangular,1000000
Set 1 SP_EV556,55.5,111,120.25,6.98,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,92.222,129.686,8.666,92.222,129.56,0.087,150.286,171.788,17.467,2.0,2.0,triangular,1000000
Set 1 SP_EV557,50.0,100,108.333,6.89,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,81.893,116.67,8.602,81.893,116.528,0.094,137.108,162.039,1.7,2.0,2.0,triangular,1000000
Set 1 SP_EV558,57.0,114,123.5,7.21,162.98,129.833,14.25,163.46,129.687,30.489,170.743,228.0,95.71,132.996,8.99,95.71,132.875,0.083,154.369,179.087,2.153,2.0,2.0,triangular,1000000
Set 1 SP_EV559,50.0,100,108.333,6.95,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,81.887,116.748,8.626,81.887,116.602,0.102,137.252,155.096,1.693,2.0,2.0,triangular,1000000
Set 1 SP_EV560,59.5,119,128.917,7.64,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,98.581,138.838,9.534,98.581,138.686,0.084,161.449,184.059,1.552,2.0,2.0,triangular,1000000
Set 1 SP_EV561,46.0,92,99.667,6.35,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,72.214,107.345,7.925,72.214,107.207,0.099,126.194,145.594,3.889,2.0,2.0,triangular,1000000
Set 1 SP_EV562,39.0,78,84.5,5.5,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,61.689,90.989,6.855,61.689,90.87,0.097,107.29,122.282,2.422,2.0,2.0,triangular,1000000
Set 1 SP_EV563,45.0,90,97.5,6.01,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,77.39,108.076,7.049,77.39,107.965,0.096,124.864,141.711,15.523,2.0,2.0,triangular,1000000
Set 1 SP_EV564,45.0,90,97.5,5.98,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,78.635,107.379,7.102,78.635,107.28,0.085,124.254,140.393,11.388,2.0,2.0,triangular,1000000
Set 1 SP_EV565,56.5,113,122.417,7.41,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226.0,92.278,131.832,9.243,92.278,131.688,0.087,153.755,180.215,1.963,2.0,2.0,triangular,1000000
Set 1 SP_EV566,54.0,108,117.0,7.18,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,87.83,126.002,8.939,87.83,125.866,0.085,147.251,170.199,4.697,2.0,2.0,triangular,1000000
Set 1 SP_EV567,54.5,109,118.083,7.28,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,87.86,127.149,9.081,87.86,127.026,0.087,148.728,168.826,1.468,2.0,2.0,triangular,1000000
Set 1 SP_EV568,53.0,106,114.833,7.09,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,85.606,123.713,8.831,85.606,123.567,0.094,144.7,164.94,2.673,2.0,2.0,triangular,1000000
Set 1 SP_EV569,53.5,107,115.917,7.09,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,88.153,124.908,8.816,88.153,124.759,0.091,145.854,169.188,1.782,2.0,2.0,triangular,1000000
Set 1 SP_EV570,49.0,98,106.167,6.6,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,81.545,114.848,8.175,81.545,114.707,0.098,134.325,154.6,1.981,2.0,2.0,triangular,1000000
Set 1 SP_EV571,42.5,85,92.083,5.77,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,69.001,99.172,7.196,69.001,99.047,0.096,116.24,134.359,1.589,2.0,2.0,triangular,1000000
Set 1 SP_EV572,60.0,120,130.0,7.73,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,96.987,139.993,9.645,96.987,139.851,0.087,162.947,186.343,1.678,2.0,2.0,triangular,1000000
Set 1 SP_EV573,55.5,111,120.25,7.44,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,95.027,132.827,8.723,95.027,132.669,0.095,153.601,173.207,18.464,2.0,2.0,triangular,1000000
Set 1 SP_EV574,41.5,83,89.917,6.06,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,71.438,99.261,6.924,71.438,99.121,0.116,115.883,135.514,9.52,2.0,2.0,triangular,1000000
Set 1 SP_EV575,41.5,83,89.917,5.73,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,68.521,96.83,7.144,68.521,96.709,0.095,113.824,131.554,1.535,2.0,2.0,triangular,1000000
Set 1 SP_EV576,48.5,97,105.083,6.53,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,79.834,113.162,8.152,79.834,113.04,0.093,132.54,153.224,1.636,2.0,2.0,triangular,1000000
Set 1 SP_EV577,51.5,103,111.583,6.99,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206.0,88.409,122.797,8.422,88.409,122.674,0.087,142.781,163.065,79.65,2.0,2.0,triangular,1000000
Set 1 SP_EV578,42.5,85,92.083,5.9,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,68.666,99.442,7.315,68.666,99.314,0.102,116.876,133.6,5.396,2.0,2.0,triangular,1000000
Set 1 SP_EV579,50.5,101,109.417,6.57,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,83.968,117.823,8.198,83.968,117.692,0.089,137.302,159.002,1.931,2.0,2.0,triangular,1000000
Set 1 SP_EV580,49.0,98,106.167,6.63,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,81.715,115.582,8.086,81.715,115.434,0.101,134.92,156.152,17.399,2.0,2.0,triangular,1000000
Set 1 SP_EV581,52.0,104,112.667,7.12,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,86.985,123.568,8.54,86.985,123.423,0.096,143.901,166.112,13.737,2.0,2.0,triangular,1000000
Set 1 SP_EV582,50.5,101,109.417,6.64,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,84.256,118.8,8.254,84.256,118.666,0.092,138.404,156.955,4.365,2.0,2.0,triangular,1000000
Set 1 SP_EV583,52.0,104,112.667,7.12,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,81.812,121.572,8.821,81.812,121.426,0.097,142.575,165.783,3.55,2.0,2.0,triangular,1000000
Set 1 SP_EV584,55.5,111,120.25,7.22,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,89.806,129.647,8.938,89.806,129.507,0.09,150.921,177.661,4.491,2.0,2.0,triangular,1000000
Set 1 SP_EV585,44.5,89,96.417,6.25,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,73.4,104.428,7.657,73.4,104.295,0.099,122.658,141.275,1.719,2.0,2.0,triangular,1000000
Set 1 SP_EV586,60.5,121,131.083,7.8,172.99,137.806,15.125,173.5,137.65,32.361,181.227,242.0,101.994,142.672,9.59,101.994,142.528,0.089,165.472,188.133,76.497,2.0,2.0,triangular,1000000
Set 1 SP_EV587,43.5,87,94.25,5.96,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,70.495,101.804,7.274,70.495,101.649,0.121,119.213,136.979,4.681,2.0,2.0,triangular,1000000
Set 1 SP_EV588,46.5,93,100.75,6.16,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,76.222,108.51,7.666,76.222,108.386,0.094,126.738,144.907,2.472,2.0,2.0,triangular,1000000
Set 1 SP_EV589,59.5,119,128.917,7.93,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,99.952,140.698,9.624,99.952,140.548,0.092,163.615,188.361,8.236,2.0,2.0,triangular,1000000
Set 1 SP_EV590,50.5,101,109.417,6.56,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,84.662,119.465,8.173,84.662,119.354,0.081,138.843,157.818,2.151,2.0,2.0,triangular,1000000
Set 1 SP_EV591,44.5,89,96.417,6.03,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,69.834,103.823,7.515,69.834,103.696,0.098,121.72,139.1,1.641,2.0,2.0,triangular,1000000
Set 1 SP_EV592,45.5,91,98.583,6.46,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,76.562,107.813,7.57,76.562,107.663,0.114,125.948,143.256,24.082,2.0,2.0,triangular,1000000
Set 1 SP_EV593,50.0,100,108.333,6.68,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,81.017,117.945,8.05,81.017,117.813,0.095,137.112,155.726,40.116,2.0,2.0,triangular,1000000
Set 1 SP_EV594,54.0,108,117.0,7.27,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,88.362,126.865,8.898,88.362,126.725,0.093,148.086,170.558,12.845,2.0,2.0,triangular,1000000
Set 1 SP_EV595,48.0,96,104.0,6.27,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,78.167,112.063,7.803,78.167,111.941,0.092,130.664,147.203,5.318,2.0,2.0,triangular,1000000
Set 1 SP_EV596,47.5,95,102.917,6.83,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,80.503,113.455,8.119,80.503,113.321,0.099,132.814,152.355,21.32,2.0,2.0,triangular,1000000
Set 1 SP_EV597,59.5,119,128.917,7.58,170.13,135.528,14.875,170.63,135.375,31.826,178.232,238.0,99.274,139.238,9.38,99.274,139.107,0.084,161.516,186.222,2.67,2.0,2.0,triangular,1000000
Set 1 SP_EV598,55.5,111,120.25,7.25,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,90.313,130.061,8.924,90.313,129.913,0.097,151.324,175.544,10.06,2.0,2.0,triangular,1000000
Set 1 SP_EV599,46.5,93,100.75,6.6,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.987,108.614,8.149,73.987,108.466,0.107,128.106,146.994,2.223,2.0,2.0,triangular,1000000
Set 1 SP_EV600,47.5,95,102.917,6.32,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,77.275,110.837,7.877,77.275,110.709,0.09,129.569,149.296,1.603,2.0,2.0,triangular,1000000
Set 1 SP_EV601,53.0,106,114.833,6.86,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212.0,87.229,123.673,8.541,87.229,123.527,0.093,144.008,163.752,2.09,2.0,2.0,triangular,1000000
Set 1 SP_EV602,68.5,137,148.417,7.97,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,113.359,159.826,9.93,113.359,159.708,0.074,183.344,211.847,1.539,2.0,2.0,triangular,1000000
Set 1 SP_EV603,57.5,115,124.583,6.82,164.41,130.972,14.375,164.9,130.824,30.756,172.241,230.0,99.71,135.307,8.37,99.71,135.197,0.079,155.186,178.336,13.299,2.0,2.0,triangular,1000000
Set 1 SP_EV604,65.0,130,140.833,7.79,185.86,148.056,16.25,186.4,147.888,34.768,194.707,260.0,106.511,151.812,9.666,106.511,151.686,0.083,174.793,201.255,10.884,2.0,2.0,triangular,1000000
Set 1 SP_EV605,52.5,105,113.75,6.55,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,89.32,122.495,8.17,89.32,122.372,0.088,141.923,162.461,4.245,2.0,2.0,triangular,1000000
Set 1 SP_EV606,63.5,127,137.583,7.69,181.57,144.639,15.875,182.1,144.475,33.966,190.214,254.0,106.97,148.217,9.576,106.97,148.105,0.076,170.911,193.471,2.08,2.0,2.0,triangular,1000000
Set 1 SP_EV607,54.5,109,118.083,6.74,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,88.115,127.158,8.411,88.115,127.032,0.088,147.125,166.326,1.79,2.0,2.0,triangular,1000000
Set 1 SP_EV608,53.5,107,115.917,6.69,152.98,121.861,13.375,153.43,121.723,28.617,160.259,214.0,89.32,124.824,8.337,89.32,124.702,0.085,144.575,166.671,2.214,2.0,2.0,triangular,1000000
Set 1 SP_EV609,70.5,141,152.75,8.33,201.59,160.583,17.625,202.18,160.402,37.71,211.182,282.0,121.102,164.494,10.368,121.102,164.37,0.071,189.005,212.186,1.731,2.0,2.0,triangular,1000000
Set 1 SP_EV610,62.5,125,135.417,7.42,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,106.764,145.823,9.25,106.764,145.692,0.081,167.768,191.324,2.724,2.0,2.0,triangular,1000000
Set 1 SP_EV611,50.0,100,108.333,6.53,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,82.569,116.666,8.139,82.569,116.534,0.093,135.979,156.888,2.111,2.0,2.0,triangular,1000000
Set 1 SP_EV612,58.0,116,125.667,7.09,165.84,132.111,14.5,166.33,131.962,31.024,173.739,232.0,96.539,135.684,8.805,96.539,135.551,0.085,156.584,177.525,6.176,2.0,2.0,triangular,1000000
Set 1 SP_EV613,52.0,104,112.667,6.25,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,88.52,121.339,7.801,88.52,121.229,0.084,139.872,160.498,1.628,2.0,2.0,triangular,1000000
Set 1 SP_EV614,66.0,132,143.0,7.83,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,110.921,154.007,9.764,110.921,153.868,0.08,177.226,200.802,3.661,2.0,2.0,triangular,1000000
Set 1 SP_EV615,66.0,132,143.0,7.72,188.72,150.333,16.5,189.27,150.163,35.303,197.702,264.0,112.607,154.218,9.613,112.607,154.1,0.073,177.006,206.312,5.129,2.0,2.0,triangular,1000000
Set 1 SP_EV616,62.5,125,135.417,7.7,178.71,142.361,15.625,179.24,142.2,33.431,187.218,250.0,100.783,145.837,9.616,100.783,145.707,0.08,168.618,191.62,1.671,2.0,2.0,triangular,1000000
Set 1 SP_EV617,68.5,137,148.417,8.27,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,117.098,159.849,10.301,117.098,159.703,0.08,184.275,213.285,3.094,2.0,2.0,triangular,1000000
Set 1 SP_EV618,46.5,93,100.75,6.03,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,76.356,108.506,7.508,76.356,108.397,0.089,126.333,143.772,1.483,2.0,2.0,triangular,1000000
Set 1 SP_EV619,52.0,104,112.667,6.47,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,88.065,122.726,7.941,88.065,122.591,0.096,141.663,163.532,15.826,2.0,2.0,triangular,1000000
Set 1 SP_EV620,54.0,108,117.0,6.86,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,87.732,125.997,8.561,87.732,125.874,0.088,146.299,166.989,1.554,2.0,2.0,triangular,1000000
Set 1 SP_EV621,73.5,147,159.25,8.71,210.16,167.417,18.375,210.78,167.227,39.315,220.169,294.0,125.054,171.646,10.826,125.054,171.497,0.084,197.372,222.099,50.469,2.0,2.0,triangular,1000000
Set 1 SP_EV622,68.5,137,148.417,8.08,195.87,156.028,17.125,196.44,155.851,36.64,205.191,274.0,112.627,159.833,10.075,112.627,159.698,0.079,183.76,214.371,1.8,2.0,2.0,triangular,1000000
Set 1 SP_EV623,60.0,120,130.0,7.52,171.56,136.667,15.0,172.07,136.512,32.094,179.729,240.0,100.346,140.014,9.385,100.346,139.875,0.084,162.262,182.645,1.548,2.0,2.0,triangular,1000000
