"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 1 SP_EV94",8.5,17,18.417,2.86,24.3,19.361,2.125,24.38,19.339,4.547,25.462,34,26,3.538,13.032,20.988,2.12,13.032,20.875,0.289,26.317,31.587,1.77,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV95",7,14,15.167,2.57,20.02,15.944,1.75,20.07,15.926,3.744,20.968,28,26,3.308,10.122,16.83,1.962,10.122,16.661,0.406,21.834,25.832,1.748,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV96",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36,29,3.759,14.078,22.128,2.326,14.078,21.979,0.328,28.006,33.583,1.808,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV97",9,18,19.5,3.18,25.73,20.5,2.25,25.81,20.477,4.814,26.959,36,26,3.5,12.174,21.444,2.569,12.174,21.324,0.244,27.755,32.554,1.717,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV98",13,26,28.167,3.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,32,3.875,16.713,28.444,3.526,16.713,28.246,0.296,37.216,45.318,1.93,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV99",9.5,19,20.583,3.21,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38,32,3.969,12.453,21.373,2.619,12.453,21.122,0.48,28.299,34.017,1.926,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV100",10,20,21.667,3.54,28.59,22.778,2.5,28.68,22.752,5.349,29.955,40,31,3.677,12.362,22.576,3.244,12.362,22.437,0.226,30.421,36.859,1.823,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.1,"Rand","Rand","Rand"
"Set 1 SP_EV101",14,28,30.333,3.72,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,77,5.494,21.314,32.723,3.033,21.314,32.581,0.253,40.263,48.387,3.576,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV102",19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,76,5.25,27.65,42.732,4.09,27.65,42.596,0.181,52.617,62.003,3.44,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV103",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,32,5.344,24.981,38.798,3.817,24.981,38.623,0.253,48.285,56.993,2.274,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV104",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,23,4.043,18.734,29.269,2.98,18.734,29.181,0.176,36.468,43.689,1.781,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV105",22,44,47.667,5,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,63,6,30.741,48.747,4.602,30.741,48.61,0.17,59.901,73.064,3.357,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV106",16.5,33,35.75,3.83,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,64,5.109,25.237,36.897,3.37,25.237,36.729,0.273,45.32,53.017,3.03,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV107",18.5,37,40.083,4.13,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,86,5.756,26.903,40.755,3.689,26.903,40.575,0.264,49.991,59.779,3.968,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV108",15.5,31,33.583,3.8,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,39,4.538,20.41,33.628,3.759,20.41,33.51,0.174,42.699,51.607,2.22,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV109",20,40,43.333,4.26,57.19,45.556,5,57.36,45.504,10.698,59.91,80,41,5.146,27.232,43.385,4.23,27.232,43.278,0.14,53.549,65.933,2.519,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV110",21,42,45.5,4.78,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,154,5.766,30.267,46.312,4.535,30.267,46.186,0.165,57.248,68.454,6.232,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV111",18.5,37,40.083,4.31,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,48,5.021,25.488,40.279,4.159,25.488,40.138,0.194,50.406,60.901,2.595,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV112",21,42,45.5,4.73,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,63,5.667,30.438,46.189,4.3,30.438,46.005,0.239,56.836,68.354,3.173,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV113",15,30,32.5,3.71,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,44,4.591,21.654,33.593,3.283,21.654,33.442,0.236,41.685,49.524,2.43,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV114",18,36,39,4.17,51.47,41,4.5,51.62,40.954,9.628,53.919,72,184,6.239,28.758,41.98,3.486,28.758,41.856,0.196,50.506,59.475,7.358,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV115",26,52,56.333,5.42,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104,26,4.692,34.797,56.345,5.422,34.797,56.238,0.121,69.321,82.5,1.941,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV116",13.5,27,29.25,3.34,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,26,4.885,17.576,30,3.122,17.576,29.921,0.143,37.463,44.57,1.976,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV117",15,30,32.5,3.67,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,35,4.514,20.411,33.326,3.436,20.411,33.226,0.16,41.592,48.64,2.137,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV118",16,32,34.667,3.67,45.75,36.444,4,45.88,36.403,8.558,47.928,64,44,5.455,22.877,35.044,3.459,22.877,34.906,0.214,43.497,53.456,2.664,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV119",21,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,107,5.579,30.222,45.751,4.391,30.222,45.567,0.228,56.515,67.347,4.604,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV120",21,42,45.5,4.74,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,63,5.921,30.175,46.813,4.396,30.175,46.704,0.145,57.376,67.729,3.376,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV121",14.5,29,31.417,3.49,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,22,3.727,18.734,31.415,3.49,18.734,31.32,0.155,39.792,46.976,1.642,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV122",20,40,43.333,4.54,57.19,45.556,5,57.36,45.504,10.698,59.91,80,131,5.87,30.434,45.515,3.766,30.434,45.334,0.269,54.964,64.617,5.333,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV123",18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,97,5.897,27.376,41.536,3.652,27.376,41.4,0.21,50.501,59.502,4.344,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV124",19,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,23,4.522,25.254,41.214,4.238,25.254,41.094,0.164,51.422,61.775,1.897,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV125",21,42,45.5,4.47,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,59,5.085,29.543,46.279,4.251,29.543,46.16,0.152,56.514,65.691,3.037,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV126",20,40,43.333,4.65,57.19,45.556,5,57.36,45.504,10.698,59.91,80,93,6.473,29.351,44.618,4.195,29.351,44.467,0.197,54.868,65.181,4.419,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV127",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,283,6.488,25.863,37.33,2.946,25.863,37.215,0.217,44.59,51.612,10.764,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV128",21.5,43,46.583,4.62,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,206,6.684,33.509,49.77,3.914,33.509,49.654,0.174,59.29,69.911,8.592,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV129",23,46,49.833,5.16,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,323,6.279,35.339,52.45,4.403,35.339,52.303,0.186,63.195,74.253,11.94,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV130",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,79,6.203,26.229,37.872,3.189,26.229,37.72,0.256,45.813,54.265,3.976,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV131",19,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,86,5.698,26.077,41.415,4.064,26.077,41.29,0.171,51.254,61.147,4.067,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV132",20,40,43.333,4.43,57.19,45.556,5,57.36,45.504,10.698,59.91,80,78,6.231,29.938,44.668,3.901,29.938,44.512,0.218,54.25,63.819,3.78,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV133",19,38,41.167,4.24,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,24,3.625,25.07,41.163,4.248,25.07,41.054,0.14,51.356,60.675,1.687,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV134",21,42,45.5,4.81,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,42,5.595,29.752,47.333,4.545,29.752,47.232,0.126,58.199,69.924,2.534,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV135",21,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,100,5.78,31.347,47.617,4.011,31.347,47.526,0.135,57.26,67.245,4.494,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV136",16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,57,4.965,23.482,36.639,3.675,23.482,36.48,0.236,45.722,55.911,2.862,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV137",19,38,41.167,4.26,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,25,4.76,25.881,41.301,4.17,25.881,41.179,0.16,51.348,60.62,1.956,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV138",23,46,49.833,4.83,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,70,5.171,31.858,50.082,4.726,31.858,49.961,0.145,61.479,72.803,3.225,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV139",15,30,32.5,3.54,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,23,3.696,20.309,32.622,3.489,20.309,32.526,0.154,40.991,51.389,1.703,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV140",22,44,47.667,4.96,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,238,6.559,33.4,49.495,4.322,33.4,49.316,0.223,60.136,71.844,9.631,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV141",17,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,53,5.396,23.996,38.391,3.791,23.996,38.283,0.164,47.5,57.538,2.946,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV142",24.5,49,53.083,5.14,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98,295,6.475,37.307,55.438,4.506,37.307,55.302,0.172,66.385,78.436,11.453,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV143",14,28,30.333,4.06,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,58,5.017,19.209,30.975,3.599,19.209,30.739,0.344,40.092,49.589,2.947,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV144",15.5,31,33.583,3.85,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,27,4.037,19.808,33.596,3.844,19.808,33.479,0.173,42.845,51.521,1.865,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV145",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,161,5.988,26.818,41.266,4.081,26.818,41.122,0.198,51.164,60.637,6.578,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV146",22,44,47.667,4.7,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,43,5.605,30.452,47.69,4.68,30.452,47.567,0.149,58.933,70.662,2.653,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV147",22,44,47.667,4.99,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,233,6.498,33.248,50.402,4.472,33.248,50.25,0.187,61.248,71.111,9.33,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV148",17,34,36.833,3.69,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,25,3.52,22.323,36.837,3.694,22.323,36.755,0.127,45.672,54.265,1.726,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV149",13.5,27,29.25,3.01,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,57,5.263,20.152,29.927,2.691,20.152,29.787,0.28,36.659,42.855,2.96,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV150",17,34,36.833,3.98,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,45,5.067,23.899,37.333,3.622,23.899,37.126,0.292,46.384,54.898,2.548,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV151",18,36,39,3.94,51.47,41,4.5,51.62,40.954,9.628,53.919,72,63,5.429,25.644,39.359,3.641,25.644,39.171,0.271,48.44,57.489,3.216,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV152",12.5,25,27.083,2.9,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50,26,4.269,16.094,27.277,2.749,16.094,27.157,0.232,34.049,40.875,1.867,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV153",21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,32,5.406,29.495,47.145,4.568,29.495,47.033,0.133,58.096,71.086,2.262,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV154",15.5,31,33.583,3.68,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,132,6.455,24.287,35.476,2.865,24.287,35.355,0.248,42.656,51.714,5.864,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV155",20,40,43.333,4.2,57.19,45.556,5,57.36,45.504,10.698,59.91,80,126,6.143,31.523,45.609,3.671,31.523,45.505,0.156,54.488,64.274,5.098,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV156",17,34,36.833,3.95,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,46,5.348,22.605,36.944,3.878,22.605,36.831,0.164,46.303,56.069,2.659,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV157",19.5,39,42.25,4.22,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,51,4.627,26.088,42.251,4.223,26.088,42.157,0.127,52.371,62.159,2.639,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV158",17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,40,5.35,25.336,39.151,3.485,25.336,39.049,0.167,47.623,56.769,2.497,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV159",16.5,33,35.75,3.75,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,32,4.875,22.326,36.021,3.575,22.326,35.903,0.184,44.739,53.763,2.172,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV160",15,30,32.5,3.62,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,51,5.667,21.962,33.324,3.066,21.962,33.117,0.358,41.205,49.989,2.806,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV161",19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,97,5.67,30.969,44.735,3.623,30.969,44.584,0.229,53.675,62.849,4.397,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV162",17,34,36.833,4.05,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,80,5.763,21.918,37.861,3.713,21.918,37.738,0.183,46.855,54.98,3.744,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV163",21,42,45.5,4.57,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,45,5.622,29.366,45.599,4.48,29.366,45.466,0.168,56.43,67.524,2.758,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV164",18.5,37,40.083,4.53,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,313,6.588,28.003,42.287,3.977,28.003,42.131,0.215,52.02,62.029,11.9,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV165",22,44,47.667,4.61,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,199,6.447,32.257,49.141,4.221,32.257,49.023,0.169,59.374,69.875,7.981,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV166",16.5,33,35.75,3.65,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,23,3.348,21.796,35.748,3.652,21.796,35.654,0.139,44.461,53.716,1.687,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV167",17.5,35,37.917,4.45,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,192,6.344,27.913,41.072,3.299,27.913,40.959,0.198,49.197,59.611,7.788,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV168",13,26,28.167,2.92,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,36,4.222,16.439,28.169,2.916,16.439,28.092,0.145,35.131,41.91,2.107,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV169",19,38,41.167,4.18,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,52,5.038,25.378,41.214,4.128,25.378,41.085,0.174,51.179,60.239,2.699,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV170",17.5,35,37.917,4.28,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,28,4,22.084,38.132,4.191,22.084,38.01,0.163,48.21,56.678,1.849,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV171",21.5,43,46.583,4.55,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,242,6.145,32.544,47.943,3.983,32.544,47.769,0.24,57.786,71.207,8.854,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV172",17,34,36.833,4.03,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,80,5.075,22.9,37.708,3.558,22.9,37.56,0.234,46.536,55.553,3.505,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV173",18.5,37,40.083,3.91,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,67,5.194,26.27,40.613,3.683,26.27,40.507,0.163,49.533,57.757,3.305,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV174",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,194,6.474,24.007,36.458,3.185,24.007,36.306,0.257,44.363,53.429,7.631,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV175",18.5,37,40.083,4.64,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,62,5.161,25.891,41.275,4.099,25.891,41.097,0.242,51.426,63.094,3.062,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV176",23.5,47,50.917,4.97,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94,29,4.207,31.265,50.914,4.967,31.265,50.81,0.126,62.811,76.773,2.011,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV177",14,28,30.333,3.2,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,50,4.9,20.279,30.563,3.005,20.279,30.402,0.271,37.989,44.678,2.663,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV178",18.5,37,40.083,4.51,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,97,5.062,25.462,40.332,4.262,25.462,40.132,0.252,50.87,61.721,3.985,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV179",15,30,32.5,3.22,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,25,3.92,20.376,32.501,3.214,20.376,32.425,0.13,40.189,48.52,1.753,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV180",21,42,45.5,4.4,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,38,4.895,28.712,45.719,4.304,28.712,45.614,0.14,56.059,66.544,2.362,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV181",11.5,23,24.917,3.61,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46,42,4.714,18.086,27.363,2.613,18.086,27.221,0.311,34.058,40.716,2.437,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV182",18,36,39,3.95,51.47,41,4.5,51.62,40.954,9.628,53.919,72,28,4.429,25.222,39.39,3.767,25.222,39.29,0.155,48.513,58.6,1.923,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV183",17,34,36.833,3.91,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,39,5.077,22.051,36.932,3.824,22.051,36.809,0.18,46.177,54.569,2.39,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV184",14.5,29,31.417,3.15,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,40,4.7,19.927,31.42,3.136,19.927,31.337,0.159,38.945,46.023,2.371,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV185",24.5,49,53.083,5.08,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98,264,7.125,38.426,56.163,4.407,38.426,56.032,0.171,66.9,81.174,10.958,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV186",18.5,37,40.083,4.15,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,106,5.934,26.976,41.28,3.789,26.976,41.163,0.179,50.488,59.361,4.802,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
"Set 1 SP_EV187",16,32,34.667,3.79,45.75,36.444,4,45.88,36.403,8.558,47.928,64,34,4.529,21.574,34.762,3.692,21.574,34.624,0.208,43.753,53.067,2.091,2,2,"beta",1000000,"Set 1 SP Completion Times - Beta",0.2,"Rand","Rand","Rand"
